,película,año,imdb,metascore,votos,n_imdb
3611,Ted Bundy: durmiendo con el asesino,2019,6.7,52,99073,67.0
3612,The Highwaymen,2019,6.9,58,97790,69.0
3613,The Peanut Butter Falcon,2019,7.6,70,97161,76.0
3614,I Am Mother,2019,6.7,64,96203,67.0
3615,Polar,2019,6.3,19,95501,63.0
3616,Cementerio maldito,2019,5.7,57,95484,57.0
3617,El precio de la verdad,2019,7.6,73,95342,76.0
3618,Hellboy,2019,5.2,31,95023,52.0
3619,El caso de Richard Jewell,2019,7.5,68,93924,75.0
3620,Midway: Batalla en el Pacífico,2019,6.7,47,91123,67.0
3621,Infierno en la tormenta,2019,6.1,60,90065,61.0
3622,Anna,2019,6.6,40,88697,66.0
3623,Fractured,2019,6.4,36,85803,64.0
3624,Un buen día en el vecindario,2019,7.2,80,85421,72.0
3625,Luchando con mi familia,2019,7.1,68,85337,71.0
3626,Last Christmas,2019,6.5,50,84446,65.0
3627,Los muertos no mueren,2019,5.5,53,82788,55.0
3628,Annabelle 3: Viene a casa,2019,5.9,53,82037,59.0
3629,Historias de miedo para contar en la oscuridad,2019,6.2,61,81495,62.0
3630,Feliz día de tu muerte 2,2019,6.2,57,80996,62.0
3631,Dumbo,2019,6.3,51,80167,63.0
3632,Ángeles de Charlie,2019,5.0,52,77447,50.0
3633,A dos metros de tí,2019,7.2,53,76851,72.0
3634,Venganza,2019,6.2,57,73307,62.0
3635,La gran aventura LEGO 2,2019,6.6,65,73273,66.0
3636,Buscando justicia,2019,7.6,68,72745,76.0
3637,Isn't It Romantic,2019,5.9,60,72392,59.0
3638,Nueva York sin salida,2019,6.6,51,71223,66.0
3639,The Farewell,2019,7.5,89,68139,75.0
3640,Vivero,2019,5.9,64,67660,59.0
3641,La Vida Secreta de Tus Mascotas 2,2019,6.4,55,66376,64.0
3642,Guns Akimbo,2019,6.3,42,66249,63.0
3643,Velvet Buzzsaw,2019,5.7,61,64339,57.0
3644,Maestras del engaño,2019,5.4,35,63427,54.0
3645,Dolemite Is My Name,2019,7.2,76,63402,72.0
3646,In the Tall Grass,2019,5.5,46,61335,55.0
3647,I See You,2019,6.8,65,61299,68.0
3648,Dolor y gloria,2019,7.5,87,61229,75.0
3649,After: Aquí empieza todo,2019,5.3,30,61176,53.0
3650,Huérfanos de Brooklyn,2019,6.8,60,60851,68.0
3651,Always Be My Maybe,2019,6.8,64,60553,68.0
3652,Downton Abbey,2019,7.4,64,60383,74.0
3653,In the Shadow of the Moon,2019,6.2,48,57800,62.0
3654,Shaft,2019,6.4,40,56910,64.0
3655,Ma,2019,5.6,53,56237,56.0
3656,La rebelión,2019,6.0,54,56233,60.0
3657,El muñeco diabólico,2019,5.7,48,54590,57.0
3658,La maldición de la Llorona,2019,5.3,41,54344,53.0
3659,Cats,2019,2.8,32,54138,28.0
3660,Espías a escondidas,2019,6.8,54,53912,68.0
3661,The Laundromat,2019,6.3,57,53516,63.0
3662,Judy,2019,6.8,66,53403,68.0
3663,The Dirt,2019,7.0,39,53188,70.0
3664,Color Out of Space,2019,6.2,70,53059,62.0
3665,The Lodge,2019,6.0,64,53041,60.0
3666,Togo,2019,7.9,69,52825,79.0
3667,Official Secrets,2019,7.3,63,51757,73.0
3668,Fyre,2019,7.2,75,50421,72.0
3669,Tenki no ko,2019,7.5,72,50189,75.0
3670,"Stuber, locos al volante",2019,6.2,42,50055,62.0
3671,Entre la razón y la locura,2019,7.2,27,48951,72.0
3672,The Silence,2019,5.3,25,48785,53.0
3673,Un día lluvioso en Nueva York,2019,6.5,38,48068,65.0
3674,The Report,2019,7.2,66,47572,72.0
3675,El buen mentiroso,2019,6.7,55,45324,67.0
3676,Tolkien,2019,6.8,48,44308,68.0
3677,Obsesión,2019,5.4,37,43639,54.0
3678,Los locos Addams,2019,5.8,46,43248,58.0
3679,Saint Maud,2019,6.7,83,42886,67.0
3680,La hora de tu muerte,2019,5.4,31,42804,54.0
3681,Code 8: Renegados,2019,6.1,48,42742,61.0
3682,The Vast of Night,2019,6.7,84,42640,67.0
3683,Mala educación,2019,7.1,79,42261,71.0
3684,Gully Boy,2019,7.9,65,41966,79.0
3685,The Boy Who Harnessed the Wind,2019,7.6,68,41847,76.0
3686,Un amigo abominable,2019,7.0,61,41024,70.0
3687,The Informer,2019,6.6,61,40286,66.0
3688,Honey Boy,2019,7.2,73,39722,72.0
3689,Late Night,2019,6.5,70,39704,65.0
3690,The Art of Self-Defense,2019,6.6,65,39658,66.0
3691,The Outpost,2019,6.8,71,37979,68.0
3692,Paratemporal,2019,6.2,64,37554,62.0
3693,The Aeronauts,2019,6.6,60,35914,66.0
3694,IO,2019,4.8,40,35645,48.0
3695,Between Two Ferns: The Movie,2019,6.1,59,35430,61.0
3696,Mi amigo Enzo,2019,7.5,43,35288,75.0
3697,J'ai perdu mon corps,2019,7.5,81,35275,75.0
3698,Yip Man 4,2019,7.0,62,35191,70.0
3699,Liu lang di qiu,2019,5.9,57,34538,59.0
3700,Queen & Slim,2019,7.1,74,33684,71.0
3701,Haunt,2019,6.3,69,33144,63.0
3702,Angry Birds 2: La película,2019,6.4,60,33123,64.0
3703,Dora y la ciudad perdida,2019,6.1,63,32889,61.0
3704,7500,2019,6.3,58,30999,63.0
3705,Tenet,2020,7.3,69,554670,73.0
3706,Soul,2020,8.0,83,354612,80.0
3707,Mujer Maravilla 1984,2020,5.4,60,282524,54.0
3708,Un lugar en silencio: parte II,2020,7.2,71,256173,72.0
3709,Aves de presa,2020,6.1,60,254602,61.0
3710,Misión de rescate,2020,6.8,56,248913,68.0
3711,El hombre invisible,2020,7.1,72,242173,71.0
3712,Enola Holmes,2020,6.6,68,208296,66.0
3713,Hermosa venganza,2020,7.5,72,193448,75.0
3714,The Trial of the Chicago 7,2020,7.7,76,186948,77.0
3715,Otra ronda,2020,7.7,79,179514,77.0
3716,The Old Guard,2020,6.7,70,176520,67.0
3717,El padre,2020,8.2,88,175549,82.0
3718,Nomadland,2020,7.3,91,173457,73.0
3719,Palm Springs,2020,7.4,83,172903,74.0
3720,Bad Boys para siempre,2020,6.5,59,169256,65.0
3721,Unidos,2020,7.4,61,161216,74.0
3722,Mulan,2020,5.8,66,154851,58.0
3723,Sonic: La película,2020,6.5,47,151606,65.0
3724,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,2020,6.6,68,148003,66.0
3725,El diablo a todas horas,2020,7.1,55,145433,71.0
3726,I Care a Lot,2020,6.3,66,139768,63.0
3727,Love and Monsters,2020,6.9,63,136521,69.0
3728,El día del fin del mundo,2020,6.4,64,126281,64.0
3729,La cacería,2020,6.5,50,122479,65.0
3730,Greyhound,2020,7.0,64,106337,70.0
3731,Hamilton,2020,8.3,89,105066,83.0
3732,Eurovision Song Contest: The Story of Fire Saga,2020,6.5,50,99312,65.0
3733,I'm Thinking of Ending Things,2020,6.6,78,94852,66.0
3734,Project Power,2020,6.0,51,94536,60.0
3735,Spenser Confidential,2020,6.2,49,94189,62.0
3736,News of the World,2020,6.8,73,92611,68.0
3737,Minari,2020,7.4,89,89900,74.0
3738,Amenaza en lo profundo,2020,5.9,48,89704,59.0
3739,Run,2020,6.7,67,89426,67.0
3740,The Midnight Sky,2020,5.7,58,87012,57.0
3741,The Social Dilemma,2020,7.6,78,86940,76.0
3742,Los nuevos mutantes,2020,5.3,43,85666,53.0
3743,Bloodshot,2020,5.7,44,82145,57.0
3744,Mank,2020,6.8,79,79424,68.0
3745,Boss Level,2020,6.8,56,74570,68.0
3746,The King of Staten Island,2020,7.1,67,73760,71.0
3747,Unhinged,2020,6.0,40,73363,60.0
3748,Holidate,2020,6.1,44,73149,61.0
3749,Dolittle,2020,5.6,26,68364,56.0
3750,The Courier,2020,7.2,65,68197,72.0
3751,Demon Slayer: El tren infinito,2020,8.2,72,67222,82.0
3752,Freaky: este cuerpo está para matar,2020,6.3,67,67015,63.0
3753,Monster Hunter: La cacería comienza,2020,5.2,47,64931,52.0
3754,La casa oscura,2020,6.5,68,62077,65.0
3755,Ava,2020,5.4,39,60158,54.0
3756,My Octopus Teacher,2020,8.1,82,59891,81.0
3757,Emma.,2020,6.7,71,59186,67.0
3758,El Justiciero,2020,7.5,81,57319,75.0
3759,Ma Rainey's Black Bottom,2020,6.9,87,56369,69.0
3760,Fantasy Island,2020,4.9,22,55832,49.0
3761,Venganza implacable,2020,6.0,46,54865,60.0
3762,Hubie Halloween,2020,5.2,53,54684,52.0
3763,Da 5 Bloods,2020,6.5,82,53906,65.0
3764,Pieces of a Woman,2020,7.0,66,53803,70.0
3765,El llamado salvaje,2020,6.7,48,53542,67.0
3766,Bill & Ted Face the Music,2020,5.9,65,51098,59.0
3767,The Way Back,2020,6.7,66,50850,67.0
3768,Los Croods 2: Una nueva era,2020,6.9,56,49432,69.0
3769,The Babysitter: Killer Queen,2020,5.8,22,47228,58.0
3770,His House,2020,6.5,72,45916,65.0
3771,Rebecca,2020,6.0,46,44895,60.0
3772,Hillbilly Elegy,2020,6.7,38,44854,67.0
3773,Happiest Season,2020,6.6,69,44291,66.0
3774,Las brujas,2020,5.4,47,44126,54.0
3775,To All the Boys: P.S. I Still Love You,2020,6.0,54,43846,60.0
3776,The Wrong Missy,2020,5.7,33,43314,57.0
3777,Possessor,2020,6.5,72,42246,65.0
3778,The Half of It,2020,6.9,74,41297,69.0
3779,Escape from Pretoria,2020,6.8,56,40991,68.0
3780,"Quo vadis, Aida?",2020,8.0,97,36546,80.0
3781,WolfWalkers,2020,8.0,87,36229,80.0
3782,All the Bright Places,2020,6.6,61,36087,66.0
3783,La mirada oculta,2020,5.7,62,36012,57.0
3784,Estación Zombie 2: Península,2020,5.5,51,35846,55.0
3785,After We Collided,2020,5.0,14,35501,50.0
3786,The Kissing Booth 2,2020,5.7,39,35296,57.0
3787,Host,2020,6.5,73,35192,65.0
3788,On the Rocks,2020,6.4,73,34564,64.0
3789,David Attenborough: A Life on Our Planet,2020,8.9,72,33560,89.0
3790,One Night in Miami...,2020,7.1,83,33456,71.0
3791,The Christmas Chronicles: Part Two,2020,6.0,51,33195,60.0
3792,Grandes espías,2020,6.3,46,33127,63.0
3793,Déjalo ir,2020,6.7,63,33126,67.0
3794,Gretel & Hansel,2020,5.5,64,32748,55.0
3795,The Banker,2020,7.3,59,32558,73.0
3796,Mignonnes,2020,3.6,67,32100,36.0
3797,American Murder: The Family Next Door,2020,7.2,67,31014,72.0
3798,The Dry,2020,6.8,69,30331,68.0
3799,Never Rarely Sometimes Always,2020,7.4,92,30169,74.0
3800,Artemis Fowl,2020,4.3,31,29812,43.0
3801,The Dissident,2020,7.8,81,29425,78.0
3802,Pasajero oculto,2020,5.0,66,29202,50.0
3803,Scooby Doo,2020,5.6,43,28863,56.0
3804,Antebellum,2020,5.8,43,28860,58.0
3805,The Prom,2020,5.9,55,28523,59.0
3806,Relic,2020,6.0,77,28522,60.0
3807,La maldición renace,2020,4.4,41,28174,44.0
3808,Fatman,2020,5.9,40,28143,59.0
3809,Shiva Baby,2020,7.1,79,27253,71.0
3810,The Lovebirds,2020,6.1,59,27181,61.0
3811,Sputnik: Extraño pasajero,2020,6.4,61,26029,64.0
3812,Trolls 2 Wolrd Tour,2020,6.1,51,25955,61.0
3813,"Corre, escóndete, pelea",2020,6.3,13,25885,63.0
3814,An American Pickle,2020,5.7,58,25391,57.0
3815,Archive,2020,6.4,67,24924,64.0
3816,Alone,2020,6.2,70,24416,62.0
3817,Over the Moon,2020,6.3,60,24138,63.0
3818,You Should Have Left,2020,5.4,46,23853,54.0
3819,Lost Girls,2020,6.2,67,23829,62.0
3820,En guerra con mi abuelo,2020,5.6,34,23384,56.0
3821,The Wolf of Snow Hollow,2020,6.2,67,23280,62.0
3822,Irresistible,2020,6.3,47,22524,63.0
3823,Capone,2020,4.7,46,22247,47.0
3824,Miss Americana,2020,7.4,65,22151,74.0
3825,Uncle Frank,2020,7.3,58,22061,73.0
3826,El fotógrafo de Minamata,2020,7.2,55,22011,72.0
3827,Love Wedding Repeat,2020,5.6,41,21589,56.0
3828,Becky,2020,6.0,54,21284,60.0
3829,Ammonite,2020,6.5,72,21121,65.0
3830,Kajillionaire,2020,6.4,78,21032,64.0
3831,The Kid Detective,2020,7.0,74,20994,70.0
3832,The Willoughbys,2020,6.4,68,20690,64.0
3833,The SpongeBob Movie: Sponge on the Run,2020,5.9,65,20458,59.0
3834,The Dark and the Wicked,2020,6.1,72,20122,61.0
3835,Jingle Jangle: A Christmas Journey,2020,6.5,69,19723,65.0
3836,Brahms: The Boy II,2020,4.7,29,19484,47.0
3837,Spider-Man: Sin camino a casa,2021,8.2,71,825445,82.0
3838,Duna,2021,8.0,74,709278,80.0
3839,No miren arriba,2021,7.2,49,568609,72.0
3840,Sin tiempo para morir,2021,7.3,68,426881,73.0
3841,La Liga de la Justicia de Zack Snyder,2021,7.9,54,422054,79.0
3842,Shang-chi y la leyenda de los diez anillos,2021,7.4,71,412874,74.0
3843,Black Widow,2021,6.7,68,405849,67.0
3844,Free Guy. Tomando el control,2021,7.1,62,399914,71.0
3845,El Escuadrón Suicida,2021,7.2,72,383661,72.0
3846,Los Eternos,2021,6.3,52,367303,63.0
3847,Nadie,2021,7.4,64,301799,74.0
3848,Alerta roja,2021,6.3,37,298553,63.0
3849,Matrix resurrecciones,2021,5.7,63,265770,57.0
3850,Cruella,2021,7.3,59,250046,73.0
3851,Venom: Carnage liberado,2021,5.9,49,245544,59.0
3852,Encanto,2021,7.2,75,243371,72.0
3853,Godzilla vs Kong,2021,6.3,59,224139,63.0
3854,The Tomorrow War,2021,6.5,45,218029,65.0
3855,Jungle Cruise,2021,6.6,50,203727,66.0
3856,Ghostbusters: El legado,2021,7.1,45,197604,71.0
3857,Justicia implacable,2021,7.1,57,195090,71.0
3858,El poder del perro,2021,6.8,89,185997,68.0
3859,Mortal Kombat,2021,6.1,44,183591,61.0
3860,Army of the Dead,2021,5.8,57,180632,58.0
3861,Luca,2021,7.4,71,179387,74.0
3862,El teléfono negro,2021,6.9,65,173648,69.0
3863,El último duelo,2021,7.4,67,169807,74.0
3864,Raya y el último dragón,2021,7.3,74,162987,73.0
3865,King's Man: El origen,2021,6.3,44,162085,63.0
3866,Last Night in Soho,2021,7.0,65,156899,70.0
3867,Nightmare Alley,2021,7.0,70,156090,70.0
3868,Rápidos y furiosos 9,2021,5.2,58,153552,52.0
3869,CODA. Señales del corazón,2021,8.0,72,151366,80.0
3870,La Casa Gucci,2021,6.6,59,149547,66.0
3871,Viejos,2021,5.8,55,146207,58.0
3872,La crónica francesa,2021,7.1,74,140322,71.0
3873,The Guilty,2021,6.3,63,139223,63.0
3874,Licorice Pizza,2021,7.1,90,131474,71.0
3875,El Conjuro: El diablo me obligó a hacerlo,2021,6.3,53,128796,63.0
3876,Rey Richard: Una Familia Ganadora,2021,7.5,76,125931,75.0
3877,The Mitchells vs the Machines,2021,7.6,81,119782,76.0
3878,Imperdonable,2021,7.1,41,115191,71.0
3879,"tick, tick...BOOM!",2021,7.5,74,114205,75.0
3880,Pequeños Secretos,2021,6.3,54,113963,63.0
3881,The Green Knight,2021,6.6,85,109993,66.0
3882,Duro de cuidar 2,2021,6.1,32,102085,61.0
3883,Maligno,2021,6.2,51,101099,62.0
3884,Halloween Kills. La noche aún no termina,2021,5.5,42,92770,55.0
3885,Finch,2021,6.9,57,91025,69.0
3886,Amor Sin Barreras,2021,7.2,85,90315,72.0
3887,Fear Street: 1994,2021,6.2,67,88571,62.0
3888,Judas and the Black Messiah,2021,7.4,85,87249,74.0
3889,The Worst Person in the World,2021,7.8,90,84213,78.0
3890,El ejército de los ladrones,2021,6.4,49,84146,64.0
3891,Pig,2021,6.9,82,83330,69.0
3892,Belfast,2021,7.3,75,82825,73.0
3893,The Woman in the Window,2021,5.7,41,79945,57.0
3894,The Dig,2021,7.1,73,79518,71.0
3895,Sing 2: Ven y canta de nuevo,2021,7.4,49,78411,74.0
3896,Space Jam: Una nueva era,2021,4.5,36,77080,45.0
3897,Spencer,2021,6.6,76,73299,66.0
3898,Coming 2 America,2021,5.3,52,73163,53.0
3899,Candyman,2021,5.9,72,71951,59.0
3900,The Lost Daughter,2021,6.7,86,71088,67.0
3901,Fear Street: 1978,2021,6.7,61,71081,67.0
3902,Más dura será la caída,2021,6.6,68,68367,66.0
3903,Kate,2021,6.2,47,67277,62.0
3904,Aquellos que desean mi muerte,2021,6.0,59,66935,60.0
3905,No respires 2,2021,6.0,46,66928,60.0
3906,The White Tiger,2021,7.1,76,63597,71.0
3907,Without Remorse,2021,5.8,41,62063,58.0
3908,Reminiscencia,2021,5.9,46,61760,59.0
3909,Espiral. El juego del miedo continúa,2021,5.2,40,60409,52.0
3910,Drive My Car,2021,7.6,91,59462,76.0
3911,Resident Evil: Bienvenidos a Racoon City,2021,5.2,44,59459,52.0
3912,Los santos de la mafia,2021,6.3,60,59421,63.0
3913,Fear Street: 1666,2021,6.6,68,59220,66.0
3914,Love Hard,2021,6.3,42,57389,63.0
3915,The Mauritanian,2021,7.4,53,57126,74.0
3916,Infinite,2021,5.5,28,56391,55.0
3917,Escape Room 2: Reto mortal,2021,5.7,48,55062,57.0
3918,Caos: El inicio,2021,5.7,38,53673,57.0
3919,Blood Red Sky,2021,6.1,43,52554,61.0
3920,Titane,2021,6.5,75,51673,65.0
3921,Stillwater,2021,6.6,60,51195,66.0
3922,En el barrio,2021,7.3,84,50274,73.0
3923,Stowaway,2021,5.6,63,49844,56.0
3924,Gunpowder Milkshake,2021,6.1,47,48686,61.0
3925,The Witcher: Nightmare of the Wolf,2021,7.2,67,48150,72.0
3926,Fue La Mano de Dios,2021,7.3,76,46994,73.0
3927,Riesgo Bajo Cero,2021,5.6,42,44720,56.0
3928,Cinderella,2021,4.4,41,44438,44.0
3929,Outside the Wire,2021,5.4,45,44402,54.0
3930,Thunder Force,2021,4.5,34,44255,45.0
3931,Being the Ricardos,2021,6.5,60,43471,65.0
3932,G.I. Joe: Snake Eyes,2021,5.4,43,42740,54.0
3933,Oxygène,2021,6.5,67,42240,65.0
3934,Espíritus oscuros,2021,5.9,57,42189,59.0
3935,Fatherhood,2021,6.6,53,40983,66.0
3936,El protector,2021,5.7,44,40755,57.0
3937,Palmer,2021,7.2,53,39843,72.0
3938,La purga por siempre,2021,5.4,53,39842,54.0
3939,The Card Counter,2021,6.2,77,39835,62.0
3940,Malcolm & Marie,2021,6.6,53,39681,66.0
3941,No Sudden Move,2021,6.4,76,38719,64.0
3942,Ron Da Error,2021,7.0,65,38139,70.0
3943,Tom y Jerry,2021,5.2,32,37919,52.0
3944,The Tragedy of Macbeth,2021,7.1,87,37485,71.0
3945,The Eyes of Tammy Faye,2021,6.6,55,37137,66.0
3946,Venganza Explosiva,2021,6.1,48,35847,61.0
3947,Boiling Point,2021,7.5,73,35768,75.0
3948,"C'mon, C'mon",2021,7.4,82,35722,74.0
3949,Copshop,2021,6.2,61,35715,62.0
3950,Cherry,2021,6.6,44,35468,66.0
3951,Things Heard & Seen,2021,5.3,49,34318,53.0
3952,Willy's Wonderland,2021,5.5,44,34255,55.0
3953,Wrong Turn,2021,5.5,46,34251,55.0
3954,Múnich en vísperas de una guerra,2021,6.8,53,34126,68.0
3955,Sweet Girl,2021,5.5,46,34090,55.0
3956,Jolt,2021,5.6,48,33808,56.0
3957,Dýrið,2021,6.3,68,33739,63.0
3958,Madres paralelas,2021,7.1,88,33459,71.0
3959,Old Henry,2021,7.2,69,32456,72.0
3960,Operation Mincemeat,2021,6.6,65,31858,66.0
3961,The Tender Bar,2021,6.7,53,31635,67.0
3962,Wish Dragon,2021,7.2,59,31048,72.0
3963,To All the Boys: Always and Forever,2021,6.3,65,30689,63.0
3964,Cry Macho,2021,5.7,58,30677,57.0
3965,The Fallout,2021,7.0,84,29915,70.0
3966,Way Down,2021,6.4,50,28774,64.0
3967,14 Peaks: Nothing Is Impossible,2021,7.7,68,28749,77.0
3968,Red Rocket,2021,7.1,76,28742,71.0
3969,Yes Day,2021,5.7,46,28005,57.0
3970,Un héroe,2021,7.5,82,27860,75.0
3971,Beckett,2021,5.7,52,27593,57.0
3972,Moxie,2021,6.7,54,27592,67.0
3973,Seungriho,2021,6.5,64,27535,65.0
3974,Jujutsu Kaisen 0,2021,7.8,71,27360,78.0
3975,He's All That,2021,4.4,36,27261,44.0
3976,Bad Trip,2021,6.5,61,26585,65.0
3977,The Voyeurs,2021,6.0,54,26450,60.0
3978,Ruega por nosotros,2021,5.1,36,26083,51.0
3979,The Map of Tiny Perfect Things,2021,6.8,61,25801,68.0
3980,Vacation Friends,2021,6.3,49,24963,63.0
3981,Batman,2022,7.8,72,723547,78.0
3982,Top Gun,2022,8.3,78,624287,83.0
3983,Todo en todas partes al mismo tiempo,2022,7.8,81,473756,78.0
3984,Avatar: El camino del agua,2022,7.6,67,451795,76.0
3985,Doctor Strange en el multiverso de la locura,2022,6.9,60,450630,69.0
3986,Glass Onion,2022,7.1,81,407760,71.0
3987,Tren bala,2022,7.3,49,381000,73.0
3988,Thor: Amor y trueno,2022,6.2,57,375590,62.0
3989,El Menú,2022,7.2,71,344008,72.0
3990,Pantera Negra: Wakanda por siempre,2022,6.7,67,283010,67.0
3991,Black Adam,2022,6.3,41,257294,63.0
3992,¡Nop!,2022,6.8,77,241154,68.0
3993,Uncharted: fuera del mapa,2022,6.3,45,235646,63.0
3994,El hombre del norte,2022,7.0,82,234469,70.0
3995,The Gray Man,2022,6.5,49,223709,65.0
3996,Los espíritus de la isla,2022,7.7,87,223156,77.0
3997,Im Westen nichts Neues,2022,7.8,76,219124,78.0
3998,The Adam Project,2022,6.7,55,218827,67.0
3999,Elvis,2022,7.3,64,214387,73.0
4000,Prey,2022,7.1,71,212226,71.0
4001,Jurassic World: Dominion,2022,5.6,38,190229,56.0
4002,Laal Singh Chaddha,2022,5.6,46,176400,56.0
4003,La ballena,2022,7.7,60,172228,77.0
4004,Muerte en el Nilo,2022,6.3,52,166722,63.0
4005,Bárbaro,2022,7.0,78,157443,70.0
4006,Animales Fantásticos: Los Secretos De Dumbledore,2022,6.2,47,157227,62.0
4007,RRR (Rise Roar Revolt),2022,7.8,83,155551,78.0
4008,El gato con botas: El último deseo,2022,7.9,73,151293,79.0
4009,El Triángulo de la tristeza,2022,7.3,63,150932,73.0
4010,Scream,2022,6.3,60,143692,63.0
4011,X,2022,6.6,79,141305,66.0
4012,Morbius,2022,5.2,35,141138,52.0
4013,Babylon,2022,7.1,60,140433,71.0
4014,Turning Red,2022,7.0,83,139432,70.0
4015,La ciudad perdida,2022,6.1,60,138829,61.0
4016,Sonríe,2022,6.5,68,138197,65.0
4017,Hustle,2022,7.3,68,135616,73.0
4018,El peso del talento,2022,7.0,68,133055,70.0
4019,"No te preocupes, cariño",2022,6.3,48,125302,63.0
4020,Un Vecino Gruñón,2022,7.5,51,120667,75.0
4021,M3gan,2022,6.4,72,118826,64.0
4022,Lightyear,2022,6.1,60,117410,61.0
4023,The Pale Blue Eye,2022,6.6,56,112701,66.0
4024,Brahmastra Part One: Shiva,2022,5.6,57,109530,56.0
4025,La chica salvaje,2022,7.2,43,105490,72.0
4026,Guillermo del Toro's Pinocchio,2022,7.6,79,103626,76.0
4027,Los Fabelman,2022,7.5,84,99361,75.0
4028,Moonfall,2022,5.1,41,92058,51.0
4029,Enola Holmes 2,2022,6.8,64,91437,68.0
4030,Vértigo,2022,6.4,62,91101,64.0
4031,Ambulancia,2022,6.1,55,86258,61.0
4032,Day Shift,2022,6.1,51,85330,61.0
4033,Ámsterdam,2022,6.1,48,82488,61.0
4034,Tár,2022,7.4,92,79824,74.0
4035,Sonic 2: La película,2022,6.5,47,78601,65.0
4036,Minions: Nace Un Villano,2022,6.5,56,77986,65.0
4037,Noche sin paz,2022,6.7,55,76647,67.0
4038,The Good Nurse,2022,6.8,65,73222,68.0
4039,Aftersun,2022,7.7,95,72119,77.0
4040,DC Liga De Súper-Mascotas,2022,7.1,56,71430,71.0
4041,Pearl,2022,7.0,76,68570,70.0
4042,Blonde,2022,5.5,50,67977,55.0
4043,La Mujer Rey,2022,6.9,77,66796,69.0
4044,Fresh,2022,6.7,67,66059,67.0
4045,Halloween: La noche final,2022,5.0,47,64482,50.0
4046,Spiderhead,2022,5.5,54,63441,55.0
4047,Thirteen Lives,2022,7.8,66,63105,78.0
4048,See How They Run,2022,6.5,60,58308,65.0
4049,Texas Chainsaw Massacre,2022,4.7,34,57982,47.0
4050,Pasaje al Paraíso,2022,6.1,50,57491,61.0
4051,The Outfit,2022,7.2,69,56491,72.0
4052,"Muerte, Muerte, Muerte",2022,6.2,69,56062,62.0
4053,The Man from Toronto,2022,5.8,34,55900,58.0
4054,Men,2022,6.1,65,54219,61.0
4055,The Sea Beast,2022,7.0,74,54215,70.0
4056,Luckiest Girl Alive,2022,6.4,54,52747,64.0
4057,Érase Una Vez Un Genio,2022,6.7,60,52670,67.0
4058,Deep Water,2022,5.5,53,52572,55.0
4059,Sisu,2022,6.9,70,52286,69.0
4060,Samaritan,2022,5.7,45,51803,57.0
4061,Los Tipos Malos,2022,6.8,64,51390,68.0
4062,Jackass Forever,2022,6.8,74,48768,68.0
4063,Hocus Pocus 2,2022,6.0,56,48368,60.0
4064,Hasta los Huesos,2022,6.8,74,48138,68.0
4065,Emily the Criminal,2022,6.7,75,47072,67.0
4066,La Decisión de Partir,2022,7.3,84,46464,73.0
4067,Troll,2022,5.8,62,46008,58.0
4068,Do Revenge,2022,6.3,66,45972,63.0
4069,Purple Hearts,2022,6.7,30,45677,67.0
4070,Chip 'n Dale: Rescue Rangers,2022,7.0,66,44824,70.0
4071,Hellraiser,2022,6.0,55,44239,60.0
4072,Spirited,2022,6.6,55,42767,66.0
4073,Un mundo extraño,2022,5.7,65,42344,57.0
4074,Dog: Un Viaje Salvaje,2022,6.5,61,42212,65.0
4075,La huérfana: El origen,2022,5.9,54,42027,59.0
4076,Senior Year,2022,5.5,47,41786,55.0
4077,White Noise,2022,5.7,66,41069,57.0
4078,The Wonder,2022,6.6,71,39916,66.0
4079,Pinocchio,2022,5.1,38,39845,51.0
4080,Terrifier 2: El payaso siniestro,2022,6.1,59,39147,61.0
4081,Me Time,2022,5.1,25,38043,51.0
4082,Crimes of the Future,2022,5.9,67,37018,59.0
4083,Cásate conmigo,2022,6.1,51,36847,61.0
4084,Kimi,2022,6.3,79,36728,63.0
4085,Bestia,2022,5.6,54,36626,56.0
4086,Mr. Harrigan's Phone,2022,6.0,55,35702,60.0
4087,Hotel Transylvania: Transformanía,2022,6.0,46,35635,60.0
4088,Watcher,2022,6.3,72,35525,63.0
4089,Agentes 355,2022,5.6,40,33916,56.0
4090,Shotgun Wedding,2022,5.5,46,33824,55.0
